Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,B055z00,Malignant neoplasm of palate NOS,res69: cancer,diagnostic
Read,B550400,Malignant neoplasm of neck NOS,res69: cancer,diagnostic
Read,193 A,,res69: cancer,diagnostic
Read,B44z.00,Malignant neoplasm of uterine adnexa NOS,res69: cancer,diagnostic
Read,ByuE000,[X]Malignant neoplasms/independent(primary)multiple sites,res69: cancer,diagnostic
Read,B00zz00,"Malignant neoplasm of lip, vermilion border NOS",res69: cancer,diagnostic
Read,150 C,,res69: cancer,diagnostic
Read,1550BP,,res69: cancer,diagnostic
Read,B213200,Malignant neoplasm of cuneiform cartilage,res69: cancer,diagnostic
Read,B230.00,Malignant neoplasm of parietal pleura,res69: cancer,diagnostic
Read,B1z0.11,Cancer of bowel,res69: cancer,diagnostic
Read,B542100,Malignant neoplasm of craniopharyngeal duct,res69: cancer,diagnostic
Read,B161z00,Malignant neoplasm of extrahepatic bile ducts NOS,res69: cancer,diagnostic
Read,B315.00,Malignant neoplasm of connective and soft tissue of pelvis,res69: cancer,diagnostic
Read,ZV10417,[V]Personal history of malignant neoplasm of uterine body,res69: cancer,diagnostic
Read,1621D,,res69: cancer,diagnostic
Read,B322z00,Malignant melanoma of ear and external auricular canal NOS,res69: cancer,diagnostic
Read,B67y.00,Other and unspecified leukaemia,res69: cancer,diagnostic
Read,B431z00,Malignant neoplasm of isthmus of uterine body NOS,res69: cancer,diagnostic
Read,174 CI,,res69: cancer,diagnostic
Read,Byu4300,"[X]Malignant neoplasm of skin, unspecified",res69: cancer,diagnostic
Read,2104EP,,res69: cancer,diagnostic
Read,B614400,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm,res69: cancer,diagnostic
Read,B074.00,"Malignant neoplasm, overlapping lesion of nasopharynx",res69: cancer,diagnostic
Read,B65z.00,Myeloid leukaemia NOS,res69: cancer,diagnostic
Read,B613200,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",res69: cancer,diagnostic
Read,1519BL,,res69: cancer,diagnostic
Read,B105.00,Malignant neoplasm of lower third of oesophagus,res69: cancer,diagnostic
Read,B004.00,"Malignant neoplasm of lip unspecified, inner aspect",res69: cancer,diagnostic
Read,185 C,,res69: cancer,diagnostic
Read,ByuDE00,[X]Unspecified B-cell non-Hodgkin's lymphoma,res69: cancer,diagnostic
Read,B303.00,"Malignant neoplasm of ribs, sternum and clavicle",res69: cancer,diagnostic
Read,ZV10y12,[V]Personal history of malignant neoplasm of brain,res69: cancer,diagnostic
Read,1950,,res69: cancer,diagnostic
Read,B1z2.00,"Malignant neoplasm, overlapping lesion of digestive system",res69: cancer,diagnostic
Read,B305000,Malignant neoplasm of carpal bone - scaphoid,res69: cancer,diagnostic
Read,B621800,Mycosis fungoides of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B30z000,Osteosarcoma,res69: cancer,diagnostic
Read,B620500,Nodular lymphoma of lymph nodes of inguinal region and leg,res69: cancer,diagnostic
Read,1533AD,,res69: cancer,diagnostic
Read,B631.00,Plasma cell leukaemia,res69: cancer,diagnostic
Read,B62y100,"Malignant lymphoma NOS of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B553.00,Malignant neoplasm of pelvis,res69: cancer,diagnostic
Read,B41..00,Malignant neoplasm of cervix uteri,res69: cancer,diagnostic
Read,B326300,Malignant melanoma of hand,res69: cancer,diagnostic
Read,B324000,Malignant melanoma of scalp,res69: cancer,diagnostic
Read,B482.00,Malignant neoplasm of body of penis,res69: cancer,diagnostic
Read,B62..00,Other malignant neoplasm of lymphoid and histiocytic tissue,res69: cancer,diagnostic
Read,B420.00,Choriocarcinoma,res69: cancer,diagnostic
Read,B615200,Hodgkin's mixed cellularity of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,Byu2500,"[X]Malignant neoplasm of mediastinum, part unspecified",res69: cancer,diagnostic
Read,B68y.00,Other leukaemia of unspecified cell type,res69: cancer,diagnostic
Read,B326.00,Malignant melanoma of upper limb and shoulder,res69: cancer,diagnostic
Read,B073.00,Malignant neoplasm of anterior wall of nasopharynx,res69: cancer,diagnostic
Read,B142.00,Malignant neoplasm of anal canal,res69: cancer,diagnostic
Read,Byu1100,[X]Other specified carcinomas of liver,res69: cancer,diagnostic
Read,B624z00,Leukaemic reticuloendotheliosis NOS,res69: cancer,diagnostic
Read,B301.00,Malignant neoplasm of mandible,res69: cancer,diagnostic
Read,2070,,res69: cancer,diagnostic
Read,B41z.00,Malignant neoplasm of cervix uteri NOS,res69: cancer,diagnostic
Read,1892C,,res69: cancer,diagnostic
Read,1959CA,,res69: cancer,diagnostic
Read,B321.00,Malignant melanoma of eyelid including canthus,res69: cancer,diagnostic
Read,ZV10412,[V]Personal history of malignant neoplasm of genital organ,res69: cancer,diagnostic
Read,203 T,,res69: cancer,diagnostic
Read,191 MB,,res69: cancer,diagnostic
Read,B071100,Malignant neoplasm of pharyngeal tonsil,res69: cancer,diagnostic
Read,1719F,,res69: cancer,diagnostic
Read,ByuD100,[X]Other types of follicular non-Hodgkin's lymphoma,res69: cancer,diagnostic
Read,2029CH,,res69: cancer,diagnostic
Read,190 B,,res69: cancer,diagnostic
Read,B524500,Malignant neoplasm of peripheral nerve of pelvis,res69: cancer,diagnostic
Read,1621CB,,res69: cancer,diagnostic
Read,2020,,res69: cancer,diagnostic
Read,1892A,,res69: cancer,diagnostic
Read,1538C,,res69: cancer,diagnostic
Read,B324.00,Malignant melanoma of scalp and neck,res69: cancer,diagnostic
Read,B33y.00,Malignant neoplasm of other specified skin sites,res69: cancer,diagnostic
Read,B060.00,Malignant neoplasm of tonsil,res69: cancer,diagnostic
Read,B224z00,"Malignant neoplasm of lower lobe, bronchus or lung NOS",res69: cancer,diagnostic
Read,1723A,,res69: cancer,diagnostic
Read,150 A,,res69: cancer,diagnostic
Read,B106.00,"Malignant neoplasm, overlapping lesion of oesophagus",res69: cancer,diagnostic
Read,1890C,,res69: cancer,diagnostic
Read,B332200,Malignant neoplasm of pinna NEC,res69: cancer,diagnostic
Read,B040.00,Malignant neoplasm of anterior portion of floor of mouth,res69: cancer,diagnostic
Read,B540z00,Malignant neoplasm of adrenal gland NOS,res69: cancer,diagnostic
Read,1719M,,res69: cancer,diagnostic
Read,B62z100,Unspec malig neop lymphoid/histiocytic lymph node head/neck,res69: cancer,diagnostic
Read,201,,res69: cancer,diagnostic
Read,2041,,res69: cancer,diagnostic
Read,B451000,Malignant neoplasm of greater vestibular (Bartholin's) gland,res69: cancer,diagnostic
Read,B61z700,Hodgkin's disease NOS of spleen,res69: cancer,diagnostic
Read,1991MC,,res69: cancer,diagnostic
Read,B332z00,Malig neop skin of ear and external auricular canal NOS,res69: cancer,diagnostic
Read,B47..00,Malignant neoplasm of testis,res69: cancer,diagnostic
Read,B212.00,Malignant neoplasm of subglottis,res69: cancer,diagnostic
Read,B337100,Malignant neoplasm of skin of thigh,res69: cancer,diagnostic
Read,B312.00,Malig neop of connective and soft tissue of hip and leg,res69: cancer,diagnostic
Read,B522.00,Malignant neoplasm of spinal cord,res69: cancer,diagnostic
Read,B627700,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma,res69: cancer,diagnostic
Read,B11y000,Malignant neoplasm of anterior wall of stomach NEC,res69: cancer,diagnostic
Read,B327800,Malignant melanoma of toe,res69: cancer,diagnostic
Read,B001z00,"Malignant neoplasm of lower lip, vermilion border NOS",res69: cancer,diagnostic
Read,208 RV,,res69: cancer,diagnostic
Read,B335300,Malignant neoplasm of skin of abdominal wall,res69: cancer,diagnostic
Read,149 C,,res69: cancer,diagnostic
Read,B18y300,Malignant neoplasm of omentum,res69: cancer,diagnostic
Read,B333z00,Malignant neoplasm skin other and unspec part of face NOS,res69: cancer,diagnostic
Read,B627.00,Non - Hodgkin's lymphoma,res69: cancer,diagnostic
Read,B614100,"Hodgkin's nodular sclerosis of head, face and neck",res69: cancer,diagnostic
Read,B241300,Malignant neoplasm of pericardium,res69: cancer,diagnostic
Read,B42..00,Malignant neoplasm of placenta,res69: cancer,diagnostic
Read,B4Az.00,Malignant neoplasm of kidney or urinary organs NOS,res69: cancer,diagnostic
Read,B220.00,Malignant neoplasm of trachea,res69: cancer,diagnostic
Read,B62x500,Malignant immunoproliferative small intestinal disease,res69: cancer,diagnostic
Read,B062200,Malignant neoplasm of palatoglossal arch,res69: cancer,diagnostic
Read,B003000,"Malignant neoplasm of lower lip, buccal aspect",res69: cancer,diagnostic
Read,B041.00,Malignant neoplasm of lateral portion of floor of mouth,res69: cancer,diagnostic
Read,1631A,,res69: cancer,diagnostic
Read,B335000,Malignant neoplasm of skin of axillary fold,res69: cancer,diagnostic
Read,B334000,Malignant neoplasm of scalp,res69: cancer,diagnostic
Read,1879A,,res69: cancer,diagnostic
Read,B500000,Malignant neoplasm of ciliary body,res69: cancer,diagnostic
Read,B620.00,Nodular lymphoma (Brill - Symmers disease),res69: cancer,diagnostic
Read,B336.00,Malignant neoplasm of skin of upper limb and shoulder,res69: cancer,diagnostic
Read,Bz...00,Neoplasms NOS,res69: cancer,diagnostic
Read,B471.00,Malignant neoplasm of descended testis,res69: cancer,diagnostic
Read,186 B,,res69: cancer,diagnostic
Read,1533A,,res69: cancer,diagnostic
Read,B308D00,Malignant neoplasm of phalanges of foot,res69: cancer,diagnostic
Read,B003200,"Malignant neoplasm of lower lip, mucosa",res69: cancer,diagnostic
Read,1878,,res69: cancer,diagnostic
Read,B223z00,"Malignant neoplasm of middle lobe, bronchus or lung NOS",res69: cancer,diagnostic
Read,B510400,Malignant neoplasm of hypothalamus,res69: cancer,diagnostic
Read,B313300,Malig neoplasm of connective and soft tissues of thor spine,res69: cancer,diagnostic
Read,ZV10000,[V]Personal history of malig neop of gastrointestinal tract,res69: cancer,diagnostic
Read,B510z00,Malignant neoplasm of cerebrum NOS,res69: cancer,diagnostic
Read,B305C00,Malignant neoplasm of fifth metacarpal bone,res69: cancer,diagnostic
Read,B451.00,Malignant neoplasm of labia majora,res69: cancer,diagnostic
Read,1719FB,,res69: cancer,diagnostic
Read,B141.11,Carcinoma of rectum,res69: cancer,diagnostic
Read,B501z00,Malignant neoplasm of orbit NOS,res69: cancer,diagnostic
Read,B630.11,Kahler's disease,res69: cancer,diagnostic
Read,B0...11,"Carcinoma of lip, oral cavity and pharynx",res69: cancer,diagnostic
Read,B013000,Malignant neoplasm of anterior 2/3 of tongue ventral surface,res69: cancer,diagnostic
Read,B00..11,Carcinoma of lip,res69: cancer,diagnostic
Read,B333000,"Malignant neoplasm of skin of cheek, external",res69: cancer,diagnostic
Read,B1zz.00,Malignant neoplasm of digestive tract and peritoneum NOS,res69: cancer,diagnostic
Read,B16y.00,Malignant neoplasm other gallbladder/extrahepatic bile duct,res69: cancer,diagnostic
Read,B323500,Malignant melanoma of temple,res69: cancer,diagnostic
Read,B21y.00,"Malignant neoplasm of larynx, other specified site",res69: cancer,diagnostic
Read,B215.00,Malignant neoplasm of epiglottis NOS,res69: cancer,diagnostic
Read,B620200,Nodular lymphoma of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,B152.00,Malignant neoplasm of liver unspecified,res69: cancer,diagnostic
Read,B051100,Malignant neoplasm of lower buccal sulcus,res69: cancer,diagnostic
Read,B601800,Lymphosarcoma of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B673.00,Mast cell leukaemia,res69: cancer,diagnostic
Read,B1z0.00,"Malignant neoplasm of intestinal tract, part unspecified",res69: cancer,diagnostic
Read,B151000,Malignant neoplasm of interlobular bile ducts,res69: cancer,diagnostic
Read,B545z00,Malignant neoplasm of aortic body or paraganglia NOS,res69: cancer,diagnostic
Read,Byu3100,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd",res69: cancer,diagnostic
Read,ZV10411,[V]Personal history of malignant neoplasm of cervix uteri,res69: cancer,diagnostic
Read,1841A,,res69: cancer,diagnostic
Read,B51..00,Malignant neoplasm of brain,res69: cancer,diagnostic
Read,B082.00,"Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect",res69: cancer,diagnostic
Read,B33X.00,Malignant neoplasm overlapping lesion of skin,res69: cancer,diagnostic
Read,B524400,Malignant neoplasm of peripheral nerve of abdomen,res69: cancer,diagnostic
Read,B11y.00,Malignant neoplasm of other specified site of stomach,res69: cancer,diagnostic
Read,B626800,Mast cell malignancy of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B11..00,Malignant neoplasm of stomach,res69: cancer,diagnostic
Read,B15..00,Malignant neoplasm of liver and intrahepatic bile ducts,res69: cancer,diagnostic
Read,B626.00,Malignant mast cell tumours,res69: cancer,diagnostic
Read,B6y..00,Malignant neoplasm lymphatic or haematopoietic tissue OS,res69: cancer,diagnostic
Read,B600100,"Reticulosarcoma of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B62x200,Peripheral T-cell lymphoma,res69: cancer,diagnostic
Read,B014.00,Malignant neoplasm of anterior 2/3 of tongue unspecified,res69: cancer,diagnostic
Read,1620C,,res69: cancer,diagnostic
Read,B17y.00,Malignant neoplasm of other specified sites of pancreas,res69: cancer,diagnostic
Read,B510.00,Malignant neoplasm cerebrum (excluding lobes and ventricles),res69: cancer,diagnostic
Read,B303100,Malignant neoplasm of sternum,res69: cancer,diagnostic
Read,B174.00,Malignant neoplasm of Islets of Langerhans,res69: cancer,diagnostic
Read,149 CT,,res69: cancer,diagnostic
Read,B22z.00,Malignant neoplasm of bronchus or lung NOS,res69: cancer,diagnostic
Read,B2...00,Malig neop of respiratory tract and intrathoracic organs,res69: cancer,diagnostic
Read,B300600,Malignant neoplasm of parietal bone,res69: cancer,diagnostic
Read,B616.00,"Hodgkin's disease, lymphocytic depletion",res69: cancer,diagnostic
Read,B64z.00,Lymphoid leukaemia NOS,res69: cancer,diagnostic
Read,B131.00,Malignant neoplasm of transverse colon,res69: cancer,diagnostic
Read,B305.11,Malignant neoplasm of carpal bones,res69: cancer,diagnostic
Read,B13z.11,Colonic cancer,res69: cancer,diagnostic
Read,B613100,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck",res69: cancer,diagnostic
Read,B600.00,Reticulosarcoma,res69: cancer,diagnostic
Read,B327.00,Malignant melanoma of lower limb and hip,res69: cancer,diagnostic
Read,1719AC,,res69: cancer,diagnostic
Read,208,,res69: cancer,diagnostic
Read,B300400,Malignant neoplasm of occipital bone,res69: cancer,diagnostic
Read,Byu5300,"[X]Kaposi's sarcoma, unspecified",res69: cancer,diagnostic
Read,B515000,Malignant neoplasm of choroid plexus,res69: cancer,diagnostic
Read,Byu5400,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified",res69: cancer,diagnostic
Read,B651.00,Chronic myeloid leukaemia,res69: cancer,diagnostic
Read,B600000,Reticulosarcoma of unspecified site,res69: cancer,diagnostic
Read,1922A,,res69: cancer,diagnostic
Read,B525.00,Malignant neoplasm of cauda equina,res69: cancer,diagnostic
Read,B651000,Chronic eosinophilic leukaemia,res69: cancer,diagnostic
Read,B662.00,Subacute monocytic leukaemia,res69: cancer,diagnostic
Read,B616z00,"Hodgkin's disease, lymphocytic depletion NOS",res69: cancer,diagnostic
Read,B120.00,Malignant neoplasm of duodenum,res69: cancer,diagnostic
Read,B002z00,"Malignant neoplasm of upper lip, inner aspect NOS",res69: cancer,diagnostic
Read,B335800,Malignant neoplasm of skin of buttock,res69: cancer,diagnostic
Read,B512000,Malignant neoplasm of hippocampus,res69: cancer,diagnostic
Read,B336z00,Malignant neoplasm of skin of upper limb or shoulder NOS,res69: cancer,diagnostic
Read,B6z0.00,Kaposi's sarcoma of lymph nodes,res69: cancer,diagnostic
Read,B18y200,Malignant neoplasm of mesorectum,res69: cancer,diagnostic
Read,B315200,Malignant neoplasm of connective and soft tissue of perineum,res69: cancer,diagnostic
Read,Byu8.00,[X]Malignant neoplasm of male genital organs,res69: cancer,diagnostic
Read,1991C,,res69: cancer,diagnostic
Read,B335600,Malignant neoplasm of skin of perineum,res69: cancer,diagnostic
Read,B323400,Malignant melanoma of external surface of nose,res69: cancer,diagnostic
Read,Byu3300,"[X]Malignant neoplasm/bone+articular cartilage, unspecified",res69: cancer,diagnostic
Read,B142000,Malignant neoplasm of cloacogenic zone,res69: cancer,diagnostic
Read,B00z000,"Malignant neoplasm of lip, unspecified, external",res69: cancer,diagnostic
Read,B611100,"Hodgkin's granuloma of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B322.00,Malignant melanoma of ear and external auricular canal,res69: cancer,diagnostic
Read,B623100,"Malignant histiocytosis of lymph nodes head, face and neck",res69: cancer,diagnostic
Read,2070MC,,res69: cancer,diagnostic
Read,B056.00,Malignant neoplasm of retromolar area,res69: cancer,diagnostic
Read,B49z.00,Malignant neoplasm of urinary bladder NOS,res69: cancer,diagnostic
Read,B33..15,Malignant neoplasm of sweat gland,res69: cancer,diagnostic
Read,B....11,Cancers,res69: cancer,diagnostic
Read,B010.11,Malignant neoplasm of posterior third of tongue,res69: cancer,diagnostic
Read,B4Ay000,Malignant neoplasm of overlapping lesion of urinary organs,res69: cancer,diagnostic
Read,B1z1.00,Malignant neoplasm of spleen NEC,res69: cancer,diagnostic
Read,B49y.00,Malignant neoplasm of other site of urinary bladder,res69: cancer,diagnostic
Read,B150100,Hepatoblastoma of liver,res69: cancer,diagnostic
Read,B062000,Malignant neoplasm of faucial pillar,res69: cancer,diagnostic
Read,B40..00,"Malignant neoplasm of uterus, part unspecified",res69: cancer,diagnostic
Read,B48yz00,Malignant neoplasm of other male genital organ NOS,res69: cancer,diagnostic
Read,B100.00,Malignant neoplasm of cervical oesophagus,res69: cancer,diagnostic
Read,2069,,res69: cancer,diagnostic
Read,B670.00,Acute erythraemia and erythroleukaemia,res69: cancer,diagnostic
Read,B325300,Malignant melanoma of groin,res69: cancer,diagnostic
Read,B614z00,"Hodgkin's disease, nodular sclerosis NOS",res69: cancer,diagnostic
Read,B540100,Malignant neoplasm of adrenal medulla,res69: cancer,diagnostic
Read,B12..00,Malignant neoplasm of small intestine and duodenum,res69: cancer,diagnostic
Read,B335A00,Malignant neoplasm of skin of scapular region,res69: cancer,diagnostic
Read,B5...00,Malignant neoplasm of other and unspecified sites,res69: cancer,diagnostic
Read,B51yz00,Malignant neoplasm of other part of brain NOS,res69: cancer,diagnostic
Read,2051GR,,res69: cancer,diagnostic
Read,B450z00,Malignant neoplasm of vagina NOS,res69: cancer,diagnostic
Read,B336000,Malignant neoplasm of skin of shoulder,res69: cancer,diagnostic
Read,1729,,res69: cancer,diagnostic
Read,B517200,Malignant neoplasm of midbrain,res69: cancer,diagnostic
Read,B550100,Malignant neoplasm of cheek NOS,res69: cancer,diagnostic
Read,ZV10y13,[V]Personal history of malignant neoplasm of eye,res69: cancer,diagnostic
Read,1959BA,,res69: cancer,diagnostic
Read,B62y.00,Malignant lymphoma NOS,res69: cancer,diagnostic
Read,B300.00,Malignant neoplasm of bones of skull and face,res69: cancer,diagnostic
Read,B11..11,Gastric neoplasm,res69: cancer,diagnostic
Read,B310300,Malignant neoplasm of cartilage of ear,res69: cancer,diagnostic
Read,B060000,Malignant neoplasm of faucial tonsil,res69: cancer,diagnostic
Read,B60z.00,Reticulosarcoma or lymphosarcoma NOS,res69: cancer,diagnostic
Read,B111z00,Malignant neoplasm of pylorus of stomach NOS,res69: cancer,diagnostic
Read,1619A,,res69: cancer,diagnostic
Read,B327z00,Malignant melanoma of lower limb or hip NOS,res69: cancer,diagnostic
Read,B651z00,Chronic myeloid leukaemia NOS,res69: cancer,diagnostic
Read,B010000,Malignant neoplasm of base of tongue dorsal surface,res69: cancer,diagnostic
Read,B33..00,Other malignant neoplasm of skin,res69: cancer,diagnostic
Read,2050,,res69: cancer,diagnostic
Read,B67z.00,Other specified leukaemia NOS,res69: cancer,diagnostic
Read,1929AC,,res69: cancer,diagnostic
Read,B337.00,Malignant neoplasm of skin of lower limb and hip,res69: cancer,diagnostic
Read,B4A..00,Malig neop of kidney and other unspecified urinary organs,res69: cancer,diagnostic
Read,B24..00,"Malignant neoplasm of thymus, heart and mediastinum",res69: cancer,diagnostic
Read,B21z.00,Malignant neoplasm of larynx NOS,res69: cancer,diagnostic
Read,B325700,Malignant melanoma of back,res69: cancer,diagnostic
Read,190 A,,res69: cancer,diagnostic
Read,B513.00,Malignant neoplasm of parietal lobe,res69: cancer,diagnostic
Read,B627100,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma,res69: cancer,diagnostic
Read,1530CC,,res69: cancer,diagnostic
Read,B692.00,Subacute myelomonocytic leukaemia,res69: cancer,diagnostic
Read,B11yz00,Malignant neoplasm of other specified site of stomach NOS,res69: cancer,diagnostic
Read,B627C11,Follicular lymphoma NOS,res69: cancer,diagnostic
Read,B4...00,Malignant neoplasm of genitourinary organ,res69: cancer,diagnostic
Read,B600700,Reticulosarcoma of spleen,res69: cancer,diagnostic
Read,B110111,Malignant neoplasm of gastro-oesophageal junction,res69: cancer,diagnostic
Read,147 A,,res69: cancer,diagnostic
Read,B453.00,Malignant neoplasm of clitoris,res69: cancer,diagnostic
Read,B496.00,Malignant neoplasm of ureteric orifice,res69: cancer,diagnostic
Read,B504.00,Malignant neoplasm of cornea,res69: cancer,diagnostic
Read,B180200,Malignant neoplasm of retrocaecal tissue,res69: cancer,diagnostic
Read,1830A,,res69: cancer,diagnostic
Read,B00..00,Malignant neoplasm of lip,res69: cancer,diagnostic
Read,B514.00,Malignant neoplasm of occipital lobe,res69: cancer,diagnostic
Read,B05..00,Malignant neoplasm of other and unspecified parts of mouth,res69: cancer,diagnostic
Read,B132.00,Malignant neoplasm of descending colon,res69: cancer,diagnostic
Read,1942AM,,res69: cancer,diagnostic
Read,ByuE.00,[X]Malignant neoplasms/independent (primary) multiple sites,res69: cancer,diagnostic
Read,B340000,Malignant neoplasm of nipple of female breast,res69: cancer,diagnostic
Read,B672.11,Thrombocytic leukaemia,res69: cancer,diagnostic
Read,B312500,Malignant neoplasm of connective and soft tissue of toe,res69: cancer,diagnostic
Read,B1z..00,Malig neop oth/ill-defined sites digestive tract/peritoneum,res69: cancer,diagnostic
Read,B540.11,Phaeochromocytoma,res69: cancer,diagnostic
Read,B451z00,Malignant neoplasm of labia majora NOS,res69: cancer,diagnostic
Read,B161300,Malignant neoplasm of sphincter of Oddi,res69: cancer,diagnostic
Read,2021,,res69: cancer,diagnostic
Read,B610300,Hodgkin's paragranuloma of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,B073200,Malignant neoplasm posterior margin nasal septum and choanae,res69: cancer,diagnostic
Read,1923,,res69: cancer,diagnostic
Read,B232.00,Mesothelioma of pleura,res69: cancer,diagnostic
Read,186 EM,,res69: cancer,diagnostic
Read,B623300,Malignant histiocytosis of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,B324z00,Malignant melanoma of scalp and neck NOS,res69: cancer,diagnostic
Read,B600z00,Reticulosarcoma NOS,res69: cancer,diagnostic
Read,1925GN,,res69: cancer,diagnostic
Read,B542.00,Malignant neoplasm pituitary gland and craniopharyngeal duct,res69: cancer,diagnostic
Read,B071z00,Malignant neoplasm of posterior wall of nasopharynx NOS,res69: cancer,diagnostic
Read,181 C,,res69: cancer,diagnostic
Read,B07z.00,Malignant neoplasm of nasopharynx NOS,res69: cancer,diagnostic
Read,B337600,Malignant neoplasm of skin of heel,res69: cancer,diagnostic
Read,B61z500,Hodgkin's disease NOS of lymph nodes inguinal region and leg,res69: cancer,diagnostic
Read,B23..00,Malignant neoplasm of pleura,res69: cancer,diagnostic
Read,B625000,Letterer-Siwe disease of unspecified sites,res69: cancer,diagnostic
Read,B3...12,Sarcoma of bone and connective tissue,res69: cancer,diagnostic
Read,1539C,,res69: cancer,diagnostic
Read,Byu2400,[X]Malignant neoplasm/ill-defined sites within resp system,res69: cancer,diagnostic
Read,B200100,Malignant neoplasm of nasal conchae,res69: cancer,diagnostic
Read,B150000,Primary carcinoma of liver,res69: cancer,diagnostic
Read,B333400,Malignant neoplasm of skin of nose (external),res69: cancer,diagnostic
Read,B48y.00,Malignant neoplasm of other male genital organ,res69: cancer,diagnostic
Read,B24y.00,"Malig neop of other site of heart, thymus and mediastinum",res69: cancer,diagnostic
Read,B201z00,"Malig neop auditory tube, middle ear, mastoid air cells NOS",res69: cancer,diagnostic
Read,1639MA,,res69: cancer,diagnostic
Read,B111100,Malignant neoplasm of pyloric canal of stomach,res69: cancer,diagnostic
Read,174 C,,res69: cancer,diagnostic
Read,Byu5011,[X]Mesothelioma of lung,res69: cancer,diagnostic
Read,B18z.00,Malignant neoplasm of retroperitoneum and peritoneum NOS,res69: cancer,diagnostic
Read,B064000,"Malignant neoplasm of epiglottis, free border",res69: cancer,diagnostic
Read,ByuD500,[X]Other lymphoid leukaemia,res69: cancer,diagnostic
Read,ByuDD00,[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas,res69: cancer,diagnostic
Read,ZV10017,[V]Personal history of malignant neoplasm of rectum,res69: cancer,diagnostic
Read,2102MP,,res69: cancer,diagnostic
Read,209 CL,,res69: cancer,diagnostic
Read,B302.00,Malignant neoplasm of vertebral column,res69: cancer,diagnostic
Read,1450C,,res69: cancer,diagnostic
Read,B601700,Lymphosarcoma of spleen,res69: cancer,diagnostic
Read,185 A,,res69: cancer,diagnostic
Read,B31..00,Malignant neoplasm of connective and other soft tissue,res69: cancer,diagnostic
Read,B341.00,Malignant neoplasm of central part of female breast,res69: cancer,diagnostic
Read,203 KA,,res69: cancer,diagnostic
Read,B470200,Seminoma of undescended testis,res69: cancer,diagnostic
Read,B43..00,Malignant neoplasm of body of uterus,res69: cancer,diagnostic
Read,174 DC,,res69: cancer,diagnostic
Read,B112.00,Malignant neoplasm of pyloric antrum of stomach,res69: cancer,diagnostic
Read,B130.00,Malignant neoplasm of hepatic flexure of colon,res69: cancer,diagnostic
Read,1929GL,,res69: cancer,diagnostic
Read,B3...00,"Malig neop of bone, connective tissue, skin and breast",res69: cancer,diagnostic
Read,B601200,Lymphosarcoma of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,B222000,Malignant neoplasm of upper lobe bronchus,res69: cancer,diagnostic
Read,B325400,Malignant melanoma of perianal skin,res69: cancer,diagnostic
Read,1959CB,,res69: cancer,diagnostic
Read,B224.00,"Malignant neoplasm of lower lobe, bronchus or lung",res69: cancer,diagnostic
Read,B481.00,Malignant neoplasm of glans penis,res69: cancer,diagnostic
Read,1820A,,res69: cancer,diagnostic
Read,186 RC,,res69: cancer,diagnostic
Read,B181.00,Mesothelioma of peritoneum,res69: cancer,diagnostic
Read,ZV10611,[V]Personal history of lymphoid leukaemia,res69: cancer,diagnostic
Read,B302200,Malignant neoplasm of lumbar vertebra,res69: cancer,diagnostic
Read,B141.12,Rectal carcinoma,res69: cancer,diagnostic
Read,B34..11,Ca female breast,res69: cancer,diagnostic
Read,B54X.00,"Malignant neoplasm-pluriglandular involvement,unspecified",res69: cancer,diagnostic
Read,B308800,Malignant neoplasm of first metatarsal bone,res69: cancer,diagnostic
Read,2050MB,,res69: cancer,diagnostic
Read,B494.00,Malignant neoplasm of posterior wall of urinary bladder,res69: cancer,diagnostic
Read,B310100,Malignant neoplasm of soft tissue of face,res69: cancer,diagnostic
Read,B41yz00,Malignant neoplasm of other site of cervix NOS,res69: cancer,diagnostic
Read,1732AC,,res69: cancer,diagnostic
Read,1550AP,,res69: cancer,diagnostic
Read,B622z00,Sezary's disease NOS,res69: cancer,diagnostic
Read,185 CA,,res69: cancer,diagnostic
Read,B0zy.00,"Malignant neoplasm of other sites lip, oral cavity, pharynx",res69: cancer,diagnostic
Read,B432.00,Malignant neoplasm of overlapping lesion of corpus uteri,res69: cancer,diagnostic
Read,B138.00,"Malignant neoplasm, overlapping lesion of colon",res69: cancer,diagnostic
